90 1 8.084194 4.021283 11.716963
91 1 3.933784 6.336024 13.158029
92 1 3.371767 2.019604 12.848669
93 1 7.583462 1.574747 3.309466
94 1 13.364369 5.293507 10.311942
95 1 9.033357 13.148222 1.199608
96 1 2.374263 13.308830 3.341744
97 2 12.261039 2.801231 2.255471
98 1 5.298824 7.569951 10.882912
99 2 9.570704 10.465192 11.974129
100 1 6.684525 7.222248 8.018213
101 1 10.829803 11.178068 5.024923
102 1 1.493165 8.935035 4.091755
103 1 5.270602 6.041875 7.120947
104 1 9.784769 9.072979 12.823088
105 1 1.232220 6.121015 5.170860
106 1 9.274194 9.291362 7.315672
107 1 3.993929 9.798028 11.762122
108 1 11.581554 2.167646 10.828723
109 1 5.300560 13.399277 6.128036
110 2 2.145662 8.827447 13.574629
111 1 5.359433 4.818693 9.750075
112 2 3.870667 13.154148 1.195904
113 1 8.904387 7.393139 5.841851
114 1 11.146661 8.607181 1.836535
115 2 11.020797 13.549477 5.627026
116 1 1.269680 8.015312 7.292708
117 1 2.873590 5.739447 0.995939
118 1 7.424404 7.509100 13.011715
119 1 2.367087 12.452713 6.275012
120 2 1.596019 1.889883 13.266762
121 1 5.612649 2.555821 0.048791
122 1 6.713453 2.823990 1.207611
123 1 10.955011 6.413466 1.381021
124 1 13.610264 4.533665 12.286916
125 1 4.358754 7.729844 7.083171
126 1 0.614798 5.402654 0.963277
127 1 3.154909 9.990226 13.525457
128 1 5.786678 9.035494 11.452674
129 1 7.026658 4.877858 10.885771
130 1 0.549088 8.764931 1.192106
131 1 4.137270 13.334776 5.119846
132 1 0.422667 13.373083 13.284972
133 1 4.712430 9.427445 5.941236
134 2 10.073660 3.824417 8.023743
135 1 5.325475 9.372282 13.136239
136 1 6.358447 3.822195 2.367504
137 1 7.946830 11.405687 1.964068
138 1 1.893252 1.539456 9.177396
139 1 11.743537 13.062943 11.759526
140 1 9.428468 12.058319 13.122369
141 1 13.602477 2.792761 3.549916
142 1 2.207771 4.685542 8.093810
143 1 5.037838 13.040134 11.005542
144 1 2.641177 8.459390 9.275545
145 1 9.127992 8.272536 1.945253
146 1 1.640154 2.160459 5.924595
147 1 5.847300 2.293000 7.956326
148 1 5.897462 7.296835 2.437141
149 2 6.881598 13.308001 11.628687
150 1 8.870075 5.315878 10.250603
151 1 0.607149 11.321578 5.649961
152 1 5.060741 1.674376 5.460128
153 1 3.132407 11.821403 12.194424
154 1 0.926325 9.397704 8.777761
155 1 10.561576 3.981798 10.792261
156 2 8.147691 2.082165 5.409516
157 2 7.592860 13.140945 3.197717
158 1 10.689836 7.579523 3.573823
159 1 5.589490 12.940707 4.238785
160 1 1.953071 7.130822 1.732331
161 1 5.986326 10.223562 3.892716
162 2 10.017998 6.332803 2.566164
163 2 5.588300 10.940460 6.865170
164 1 9.136744 10.576858 3.937833
165 1 12.074135 7.665468 6.220903
166 2 12.040102 10.311826 11.455144
167 1 2.942065 7.794464 4.112924
168 1 13.082008 4.937817 6.920445
169 2 13.532403 10.919252 10.479664
170 1 11.539227 10.703138 13.058554
171 1 1.207630 12.427663 1.819414
172 1 13.442526 1.604837 1.031048
173 1 13.097399 1.651640 11.701538
174 1 8.561211 13.538906 13.224215
175 1 1.607950 11.405456 4.254736
176 1 10.497207 2.398547 3.017869
177 1 9.041739 1.238446 6.565030
178 1 12.569589 12.290480 9.338403
179 2 6.279562 11.403347 2.140378
180 1 7.950285 0.713507 11.218161
181 1 9.258157 13.656217 10.206580
182 1 3.591416 13.452489 6.588610
183 2 3.276254 1.484459 3.656692
184 2 13.169319 10.284592 7.948788
185 1 7.286768 5.082664 3.629771
186 1 7.542144 13.184086 1.533860
187 1 6.719149 2.158630 12.162545
188 1 3.374940 6.800919 11.030229
189 1 10.453472 10.723708 10.452410
190 1 5.461855 13.485465 2.240073
191 1 13.075007 1.743856 9.817112
192 1 0.933615 5.905385 12.765454
193 1 7.436670 2.236353 7.591302
194 2 13.128198 13.312365 7.379141
195 1 11.094689 2.332651 0.499317
196 1 8.419087 11.740283 6.167987
197 1 4.200413 1.817557 0.868330
198 1 4.011402 7.264148 9.214087
199 1 1.344455 7.476637 9.923680
200 1 13.160195 7.392390 12.176031
